;artists;Artist_origin;Song_Decade;music_key;Title;popularity;Language Specific Popularity
15204;Eddy Raven;USA;1980;A;Operator, Operator;54;60.0
15567;Ella Fitzgerald;UK;1980;C#,Db;Spring Can Really Hang You Up The Most;32;35.0
30437;Karyn White;USA;1980;G#,Ab;Superwoman;56;61.0
30436;Karyn White;USA;1980;F#,Gb;The Way You Love Me;45;49.0
30435;Karyn White;USA;1980;F#,Gb;Love Saw It;39;42.0
30434;Karyn White;USA;1980;A#,Bb;Secret Rendezvous;39;42.0
15568;Ella Fitzgerald;UK;1980;G#,Ab;Cry Me A River;51;55.0
30429;Karyn White;UK;1980;G#,Ab;Superwoman;56;61.0
30428;Karyn White;UK;1980;F#,Gb;The Way You Love Me;45;49.0
30427;Karyn White;UK;1980;F#,Gb;Love Saw It;39;42.0
49780;Tina Turner;UK;1980;C#,Db;What's Love Got to Do with It - 2015 Remaster;65;70.0
15911;Ella Fitzgerald;USA;1980;C#,Db;Spring Can Really Hang You Up The Most;32;35.0
15912;Ella Fitzgerald;USA;1980;G#,Ab;Cry Me A River;51;55.0
54387;蔡楓華;China/Chinese (中国/中文);1980;B;倩影;34;52.0
30642;Keith Whitley;UK;1980;E;I'm Over You;80;87.0
30641;Keith Whitley;UK;1980;E;I'm No Stranger to the Rain;92;99.0
30640;Keith Whitley;UK;1980;E;I Never Go Around Mirrors - Remastered;26;29.0
15120;Eddie Rabbitt;USA;1980;G;You Can't Run From Love;26;29.0
54357;羅大佑;China/Chinese (中国/中文);1980;A;童年;40;61.0
54358;羅大佑;China/Chinese (中国/中文);1980;A;鹿港小鎮;32;49.0
54359;羅大佑;China/Chinese (中国/中文);1980;E;戀曲1980;31;47.0
54360;羅大佑;China/Chinese (中国/中文);1980;E;戀曲1990;38;58.0
54361;羅大佑;China/Chinese (中国/中文);1980;F;亞細亞的孤兒;29;44.0
30639;Keith Whitley;UK;1980;E;I Get the Picture;26;29.0
30638;Keith Whitley;UK;1980;E;Flying Colors;26;29.0
30637;Keith Whitley;UK;1980;E;Between an Old Memory and Me;25;28.0
10853;Cyndi Lauper;UK;1980;G#,Ab;All Through the Night;96;104.0
30636;Keith Whitley;UK;1980;D#,Eb;When You Say Nothing at All;103;112.0
30634;Keith Whitley;UK;1980;C;Honky Tonk Heart;28;31.0
30633;Keith Whitley;UK;1980;A#,Bb;Some Old Side Road - Remastered Single Version;28;31.0
30632;Keith Whitley;UK;1980;A;It Ain't Nothin';74;81.0
45414;Spiral Starecase;UK;1980;G;More Today Than Yesterday;47;51.0
45415;Spiral Starecase;USA;1980;G;More Today Than Yesterday;47;51.0
10839;Cyndi Lauper;UK;1980;C;True Colors;96;104.0
10838;Cyndi Lauper;UK;1980;C;Time After Time;134;145.0
10837;Cyndi Lauper;UK;1980;C;She Bop;27;30.0
10836;Cyndi Lauper;UK;1980;C;Boy Blue;33;36.0
10835;Cyndi Lauper;UK;1980;A#,Bb;My First Night Without You;38;41.0
10834;Cyndi Lauper;UK;1980;A;Yeah Yeah;30;33.0
10833;Cyndi Lauper;UK;1980;A;When You Were Mine;45;49.0
30635;Keith Whitley;UK;1980;C#,Db;Would These Arms Be In Your Way;28;31.0
10854;Cyndi Lauper;UK;1980;G#,Ab;I Drove All Night;89;97.0
15119;Eddie Rabbitt;USA;1980;G;Step By Step;44;48.0
15118;Eddie Rabbitt;USA;1980;A#,Bb;Someone Could Lose A Heart Tonight;20;22.0
31105;Kenny Rogers;UK;1980;G;You Were A Good Friend;35;38.0
31104;Kenny Rogers;UK;1980;G;I Will Always Love You;41;45.0
31103;Kenny Rogers;UK;1980;G;A Stranger In My Place;37;40.0
31102;Kenny Rogers;UK;1980;F;Share Your Love With Me;41;45.0
31101;Kenny Rogers;UK;1980;F;Love Is What We Make It;38;41.0
31100;Kenny Rogers;UK;1980;F;All My Life;40;44.0
31099;Kenny Rogers;UK;1980;E;Love Will Turn You Around;51;55.0
31098;Kenny Rogers;UK;1980;D;Scarlet Fever;38;41.0
31097;Kenny Rogers;UK;1980;D;Blaze Of Glory;41;45.0
31096;Kenny Rogers;UK;1980;C#,Db;You And I;51;55.0
31095;Kenny Rogers;UK;1980;C#,Db;I Don't Need You;47;51.0
31094;Kenny Rogers;UK;1980;C#,Db;Crazy;51;55.0
31093;Kenny Rogers;UK;1980;C#,Db;A Love Song;45;49.0
31092;Kenny Rogers;UK;1980;C;Through The Years - Single Version;64;69.0
31091;Kenny Rogers;UK;1980;B;You Are So Beautiful;47;51.0
49782;Tina Turner;UK;1980;E;Overnight Sensation;39;42.0
49781;Tina Turner;UK;1980;D;Private Dancer - 2015 Remaster;59;64.0
48371;The Exciters;USA;1980;E;Tell Him - Single Version;33;36.0
48370;The Exciters;UK;1980;E;Tell Him - Single Version;33;36.0
48369;The Dixie Cups;USA;1980;F#,Gb;Chapel Of Love;56;61.0
31067;Kenny Rankin;USA;1980;D;What Matters Most;47;51.0
31066;Kenny Rankin;USA;1980;D;Strings;27;30.0
31065;Kenny Rankin;USA;1980;A;Regrets - LP / Single Version;32;35.0
31064;Kenny Rankin;UK;1980;D;What Matters Most;47;51.0
31063;Kenny Rankin;UK;1980;D;Strings;27;30.0
31106;Kenny Rogers;UK;1980;G#,Ab;Twenty Years Ago;42;46.0
44987;Slick Rick;UK;1980;A;Mona Lisa;39;42.0
15099;Eddie Rabbitt;UK;1980;G;You Can't Run From Love;26;29.0
31144;Kenny Rogers;USA;1980;B;You Are So Beautiful;47;51.0
257;ABBA;Sweden (Sverige);1980;A;You Owe Me One;32;36.0
256;ABBA;Sweden (Sverige);1980;A;The Piper;27;29.0
255;ABBA;Sweden (Sverige);1980;A;Soldiers;57;63.0
254;ABBA;Sweden (Sverige);1980;A;I Am The City;33;37.0
253;ABBA;Sweden (Sverige);1980;A;Happy New Year;39;46.0
49785;Tina Turner;UK;1980;G;Land of a Thousand Dances - Live;37;40.0
49784;Tina Turner;UK;1980;G;I Might Have Been Queen - 2015 Remaster;32;35.0
49783;Tina Turner;UK;1980;F;One Of The Living - Extended Version;39;42.0
15087;Eddie Meduza;Sweden (Sverige);1980;E;Reaktorn läck i Barsebäck;49;59.0
15097;Eddie Rabbitt;UK;1980;A#,Bb;Someone Could Lose A Heart Tonight;20;22.0
15098;Eddie Rabbitt;UK;1980;G;Step By Step;44;48.0
31159;Kenny Rogers;USA;1980;G#,Ab;Twenty Years Ago;42;46.0
31062;Kenny Rankin;UK;1980;A;Regrets - LP / Single Version;32;35.0
31158;Kenny Rogers;USA;1980;G;You Were A Good Friend;35;38.0
31156;Kenny Rogers;USA;1980;G;A Stranger In My Place;37;40.0
31155;Kenny Rogers;USA;1980;F;Share Your Love With Me;41;45.0
31154;Kenny Rogers;USA;1980;F;Love Is What We Make It;38;41.0
31153;Kenny Rogers;USA;1980;F;All My Life;40;44.0
31152;Kenny Rogers;USA;1980;E;Love Will Turn You Around;51;55.0
31151;Kenny Rogers;USA;1980;D;Scarlet Fever;38;41.0
31150;Kenny Rogers;USA;1980;D;Blaze Of Glory;41;45.0
31149;Kenny Rogers;USA;1980;C#,Db;You And I;51;55.0
31148;Kenny Rogers;USA;1980;C#,Db;I Don't Need You;47;51.0
31147;Kenny Rogers;USA;1980;C#,Db;Crazy;51;55.0
31146;Kenny Rogers;USA;1980;C#,Db;A Love Song;45;49.0
31145;Kenny Rogers;USA;1980;C;Through The Years - Single Version;64;69.0
31157;Kenny Rogers;USA;1980;G;I Will Always Love You;41;45.0
5831;Bob Seger;UK;1980;A;Nine Tonight - Live/Remastered;41;45.0
44988;Slick Rick;UK;1980;C#,Db;Children's Story;110;119.0
44990;Slick Rick;UK;1980;F#,Gb;Hey Young World;84;91.0
10875;Cyndi Lauper;USA;1980;F;Iko Iko;40;44.0
10874;Cyndi Lauper;USA;1980;F;Change of Heart;45;49.0
10873;Cyndi Lauper;USA;1980;D;I'll Kiss You;31;34.0
10872;Cyndi Lauper;USA;1980;D;He's so Unusual;29;32.0
10871;Cyndi Lauper;USA;1980;C#,Db;"The Goonies 'r' Good Enough - From ""The Goonies"" Soundtrack";52;56.0
10870;Cyndi Lauper;USA;1980;C#,Db;"The Goonies 'R' Good Enough - From ""The Goonies"" Soundtrack";48;52.0
48343;The Dave Brubeck Quartet;USA;1980;G;Maria;34;37.0
48342;The Dave Brubeck Quartet;USA;1980;D#,Eb;These Foolish Things - Live;29;32.0
45102;Smokey Robinson;USA;1980;A;Let Me Be The Clock;25;28.0
45103;Smokey Robinson;USA;1980;C;Being With You;55;60.0
45104;Smokey Robinson;USA;1980;C;If You Wanna Make Love (Come 'Round Here);21;23.0
45105;Smokey Robinson;USA;1980;D;One Heartbeat;32;35.0
45106;Smokey Robinson;USA;1980;E;Just To See Her;54;58.0
48341;The Dave Brubeck Quartet;USA;1980;D#,Eb;I Thought About You;27;30.0
10869;Cyndi Lauper;USA;1980;C#,Db;Maybe He'll Know;34;37.0
10868;Cyndi Lauper;USA;1980;C#,Db;I'm Gonna Be Strong;36;39.0
10867;Cyndi Lauper;USA;1980;C;Witness;33;36.0
10866;Cyndi Lauper;USA;1980;C;True Colors;96;104.0
10865;Cyndi Lauper;USA;1980;C;Time After Time;134;145.0
10864;Cyndi Lauper;USA;1980;C;She Bop;27;30.0
10863;Cyndi Lauper;USA;1980;C;Boy Blue;33;36.0
10862;Cyndi Lauper;USA;1980;A#,Bb;My First Night Without You;38;41.0
10861;Cyndi Lauper;USA;1980;A;Yeah Yeah;30;33.0
10860;Cyndi Lauper;USA;1980;A;When You Were Mine;45;49.0
10859;Cyndi Lauper;USA;1980;A;She Bop;74;81.0
10876;Cyndi Lauper;USA;1980;F#,Gb;Girls Just Want to Have Fun;181;195.0
10877;Cyndi Lauper;USA;1980;F#,Gb;Hey Now (Girls Just Want to Have Fun);38;41.0
45079;Smokey Robinson;UK;1980;E;Just To See Her;54;58.0
45078;Smokey Robinson;UK;1980;D;One Heartbeat;32;35.0
44991;Slick Rick;UK;1980;F#,Gb;Mona Lisa;44;48.0
44992;Slick Rick;UK;1980;G;Teenage Love;33;36.0
44993;Slick Rick;UK;1980;G;The Ruler's Back;67;74.0
44994;Slick Rick;UK;1980;G;Treat Her Like A Prostitute;54;60.0
44995;Slick Rick;UK;1980;G#,Ab;Indian Girl (An Adult Story);25;28.0
44999;Slick Rick;USA;1980;A;Mona Lisa;39;42.0
45000;Slick Rick;USA;1980;C#,Db;Children's Story;110;119.0
45001;Slick Rick;USA;1980;C#,Db;Teenage Love;31;34.0
45002;Slick Rick;USA;1980;F#,Gb;Hey Young World;84;91.0
45003;Slick Rick;USA;1980;F#,Gb;Mona Lisa;44;48.0
45004;Slick Rick;USA;1980;G;Teenage Love;33;36.0
45005;Slick Rick;USA;1980;G;The Ruler's Back;67;74.0
44989;Slick Rick;UK;1980;C#,Db;Teenage Love;31;34.0
45006;Slick Rick;USA;1980;G;Treat Her Like A Prostitute;54;60.0
45011;Slim Dusty;UK;1980;D;Waltzing Matilda;47;51.0
45012;Slim Dusty;USA;1980;D;Waltzing Matilda;47;51.0
48356;The Dixie Cups;UK;1980;F#,Gb;Chapel Of Love;56;61.0
45033;Slim Whitman;UK;1980;D;Rose Marie;36;39.0
45042;Slim Whitman;USA;1980;D;Rose Marie;36;39.0
10881;Cyndi Lauper;USA;1980;G#,Ab;I Drove All Night;89;97.0
10880;Cyndi Lauper;USA;1980;G#,Ab;All Through the Night;96;104.0
10879;Cyndi Lauper;USA;1980;G;What's Going On;36;39.0
10878;Cyndi Lauper;USA;1980;F#,Gb;Money Changes Everything;46;50.0
45075;Smokey Robinson;UK;1980;A;Let Me Be The Clock;25;28.0
45076;Smokey Robinson;UK;1980;C;Being With You;55;60.0
45077;Smokey Robinson;UK;1980;C;If You Wanna Make Love (Come 'Round Here);21;23.0
45007;Slick Rick;USA;1980;G#,Ab;Indian Girl (An Adult Story);25;28.0
14750;Eagles;USA;1980;A;"Life in the Fast Lane - Live; 1999 Remaster";37;40.0
5830;Bob Seger;UK;1980;A;Hollywood Nights - Live/Remastered;31;34.0
5828;Bob Seger;UK;1980;A;Feel Like A Number - Live/Remastered;40;44.0
32563;Leonard Cohen;USA;1980;E;Tower of Song;48;52.0
32562;Leonard Cohen;USA;1980;E;If It Be Your Will;47;51.0
32561;Leonard Cohen;USA;1980;D;The Law;35;38.0
32560;Leonard Cohen;USA;1980;C#,Db;Everybody Knows;56;61.0
32559;Leonard Cohen;USA;1980;C;The Captain;35;38.0
32558;Leonard Cohen;USA;1980;C;Hallelujah;65;70.0
32557;Leonard Cohen;USA;1980;B;Take This Waltz - Paris Version;52;56.0
32556;Leonard Cohen;USA;1980;B;I'm Your Man;56;61.0
20547;George Jones;UK;1980;A;I'm a One Woman Man;35;38.0
20548;George Jones;UK;1980;A#,Bb;The Grand Tour;41;45.0
14848;Earl Thomas Conley;USA;1980;A;I Can't Win for Losin' You;34;37.0
14849;Earl Thomas Conley;USA;1980;A;I Need a Good Woman Bad;24;27.0
20549;George Jones;UK;1980;C;I'm Not Ready Yet;24;27.0
20550;George Jones;UK;1980;C;The Right Left Hand;31;34.0
20551;George Jones;UK;1980;C#,Db;I've Aged Twenty Years In Five;24;27.0
20552;George Jones;UK;1980;D;The One I Loved Back Then;46;50.0
20553;George Jones;UK;1980;D;The One I Loved Back Then (The Corvette Song);55;60.0
20554;George Jones;UK;1980;D#,Eb;Still Doin' Time;35;38.0
20555;George Jones;UK;1980;E;The Window Up Above;33;36.0
20556;George Jones;UK;1980;E;Who's Gonna Fill Their Shoes;99;107.0
20557;George Jones;UK;1980;F;White Lightnin';35;38.0
20558;George Jones;UK;1980;F#,Gb;If Drinkin' Don't Kill Me (Her Memory Will);52;56.0
20559;George Jones;UK;1980;F#,Gb;Tenneessee Whiskey;44;48.0
20560;George Jones;UK;1980;F#,Gb;Tennessee Whiskey;84;91.0
20561;George Jones;UK;1980;G;A Picture Of Me (Without You);29;32.0
32564;Leonard Cohen;USA;1980;F;Coming Back to You;38;41.0
20562;George Jones;UK;1980;G;Her Name Is...;46;50.0
32565;Leonard Cohen;USA;1980;F;First We Take Manhattan;52;56.0
14847;Earl Thomas Conley;UK;1980;G;Your Love's On the Line;27;30.0
492;Ahmad Jamal;France (France);1980;E;Swahililand;38;46.0
491;Ahmad Jamal;France (France);1980;C;Theme from Mash;29;36.0
490;Ahmad Jamal;France (France);1980;A;One;31;38.0
14826;Earl Thomas Conley;UK;1980;A;Nobody Falls Like a Fool;34;37.0
14827;Earl Thomas Conley;UK;1980;A;Somewhere Between Right and Wrong;31;34.0
14828;Earl Thomas Conley;UK;1980;A#,Bb;Angel In Disguise;53;58.0
14829;Earl Thomas Conley;UK;1980;A#,Bb;Chance of Lovin' You;26;29.0
14830;Earl Thomas Conley;UK;1980;C;Once In a Blue Moon;40;44.0
14831;Earl Thomas Conley;UK;1980;D;Finally Friday;34;37.0
14832;Earl Thomas Conley;UK;1980;D#,Eb;Silent Treatment;24;27.0
14833;Earl Thomas Conley;UK;1980;E;Crowd Around the Corner;23;25.0
14834;Earl Thomas Conley;UK;1980;E;Don't Make It Easy for Me;25;28.0
14835;Earl Thomas Conley;UK;1980;E;I Have Loved You Girl (But Not Like This Before);28;31.0
14836;Earl Thomas Conley;UK;1980;F;Love Don't Care (Whose Heart It Breaks);24;27.0
14837;Earl Thomas Conley;UK;1980;F;What She Is (Is Woman In Love);33;36.0
40349;Patti Page;UK;1980;C;Old Cape Cod;46;50.0
14838;Earl Thomas Conley;UK;1980;F#,Gb;What I'd Say;67;73.0
14839;Earl Thomas Conley;UK;1980;G;Fire and Smoke;63;69.0
14840;Earl Thomas Conley;UK;1980;G;Heavenly Bodies;32;35.0
14841;Earl Thomas Conley;UK;1980;G;Holding Her and Loving You;81;88.0
14842;Earl Thomas Conley;UK;1980;G;Love Out Loud;28;31.0
14843;Earl Thomas Conley;UK;1980;G;Right from the Start;27;30.0
14844;Earl Thomas Conley;UK;1980;G;Smokey Mountain Memories;29;32.0
1168;Amy Grant;USA;1980;G#,Ab;Arms Of Love;27;30.0
14846;Earl Thomas Conley;UK;1980;G;This Time I've Hurt Her More (Than She Loves Me);20;22.0
32566;Leonard Cohen;USA;1980;G;Ain't No Cure for Love;40;44.0
20563;George Jones;UK;1980;G;Same Ole Me;45;49.0
20564;George Jones;UK;1980;G;Someday My Day Will Come;22;24.0
20565;George Jones;UK;1980;G;The Door;24;27.0
32488;Leonard Cohen;UK;1980;C;Hallelujah;65;70.0
32487;Leonard Cohen;UK;1980;B;Take This Waltz - Paris Version;52;56.0
32486;Leonard Cohen;UK;1980;B;I'm Your Man;56;61.0
50508;Too $hort;UK;1980;B;Freaky Tales;45;49.0
50509;Too $hort;UK;1980;C#,Db;Oakland;31;34.0
50510;Too $hort;UK;1980;D;Dope Fiend Beat;28;31.0
50511;Too $hort;UK;1980;F#,Gb;Don't Fight the Feelin';47;51.0
50512;Too $hort;UK;1980;F#,Gb;Life Is ...Too $hort;43;47.0
50513;Too $hort;UK;1980;F#,Gb;Rhymes;27;30.0
50514;Too $hort;UK;1980;G;CussWords;41;45.0
50515;Too $hort;UK;1980;G;I Ain't Trippin';37;40.0
50516;Too $hort;UK;1980;G;Nobody Does It Better;28;31.0
50517;Too $hort;UK;1980;G;Pimp the Ho;25;28.0
50538;Too $hort;USA;1980;A#,Bb;City of Dope;30;33.0
50539;Too $hort;USA;1980;B;Freaky Tales;45;49.0
50540;Too $hort;USA;1980;C#,Db;Oakland;31;34.0
50541;Too $hort;USA;1980;D;Dope Fiend Beat;28;31.0
50542;Too $hort;USA;1980;F#,Gb;Don't Fight the Feelin';47;51.0
50543;Too $hort;USA;1980;F#,Gb;Life Is ...Too $hort;43;47.0
50544;Too $hort;USA;1980;F#,Gb;Rhymes;27;30.0
50545;Too $hort;USA;1980;G;CussWords;41;45.0
50546;Too $hort;USA;1980;G;I Ain't Trippin';37;40.0
50547;Too $hort;USA;1980;G;Nobody Does It Better;28;31.0
50548;Too $hort;USA;1980;G;Pimp the Ho;25;28.0
14859;Earl Thomas Conley;USA;1980;E;I Have Loved You Girl (But Not Like This Before);28;31.0
32489;Leonard Cohen;UK;1980;C;The Captain;35;38.0
32490;Leonard Cohen;UK;1980;C#,Db;Everybody Knows;56;61.0
32491;Leonard Cohen;UK;1980;D;The Law;35;38.0
32492;Leonard Cohen;UK;1980;E;If It Be Your Will;47;51.0
20566;George Jones;UK;1980;G;The King Is Gone (So Are You);41;45.0
20567;George Jones;UK;1980;G;These Days (I Barely Get By);22;24.0
20568;George Jones;UK;1980;G#,Ab;A Drunk Can't Be a Man;35;38.0
20569;George Jones;UK;1980;G#,Ab;He Stopped Loving Her Today;113;123.0
20570;George Jones;UK;1980;G#,Ab;Why Baby Why;28;31.0
14850;Earl Thomas Conley;USA;1980;A;Nobody Falls Like a Fool;34;37.0
14851;Earl Thomas Conley;USA;1980;A;Somewhere Between Right and Wrong;31;34.0
14852;Earl Thomas Conley;USA;1980;A#,Bb;Angel In Disguise;53;58.0
14853;Earl Thomas Conley;USA;1980;A#,Bb;Chance of Lovin' You;26;29.0
426;Agnetha Fältskog;Sweden (Sverige);1980;D;Wrap Your Arms Around Me;45;54.0
14854;Earl Thomas Conley;USA;1980;C;Once In a Blue Moon;40;44.0
14855;Earl Thomas Conley;USA;1980;D;Finally Friday;34;37.0
40323;Patti Austin;USA;1980;G#,Ab;All Behind Us Now;51;55.0
54225;潘越雲;China/Chinese (中国/中文);1980;G;我是不是你最疼愛的人;42;64.0
40373;Patti Page;USA;1980;C;Old Cape Cod;46;50.0
54226;潘越雲;China/Chinese (中国/中文);1980;G;野百合也有春天;35;53.0
14857;Earl Thomas Conley;USA;1980;E;Crowd Around the Corner;23;25.0
14858;Earl Thomas Conley;USA;1980;E;Don't Make It Easy for Me;25;28.0
50507;Too $hort;UK;1980;A#,Bb;City of Dope;30;33.0
32499;Leonard Cohen;UK;1980;G;Night Comes On;35;38.0
32498;Leonard Cohen;UK;1980;G;Heart with No Companion;33;36.0
32497;Leonard Cohen;UK;1980;G;Dance Me to the End of Love;60;65.0
32496;Leonard Cohen;UK;1980;G;Ain't No Cure for Love;40;44.0
32495;Leonard Cohen;UK;1980;F;First We Take Manhattan;52;56.0
32494;Leonard Cohen;UK;1980;F;Coming Back to You;38;41.0
32493;Leonard Cohen;UK;1980;E;Tower of Song;48;52.0
14856;Earl Thomas Conley;USA;1980;D#,Eb;Silent Treatment;24;27.0
14860;Earl Thomas Conley;USA;1980;F;Love Don't Care (Whose Heart It Breaks);24;27.0
40322;Patti Austin;USA;1980;G;Do You Love Me?;33;36.0
40320;Patti Austin;USA;1980;A;Smoke Gets In Your Eyes;45;49.0
50495;Tony Rice;UK;1980;A#,Bb;Cold On The Shoulder;23;25.0
50496;Tony Rice;UK;1980;E;Why You Been Gone So Long;25;28.0
616;Alan Jackson;UK;1980;F#,Gb;It Must Be Love;36;39.0
615;Alan Jackson;UK;1980;F;Gone Crazy;44;48.0
614;Alan Jackson;UK;1980;D#,Eb;Here In the Real World;33;36.0
613;Alan Jackson;UK;1980;D;That'd Be Alright;46;50.0
50503;Tony Rice;USA;1980;A#,Bb;Cold On The Shoulder;23;25.0
50504;Tony Rice;USA;1980;E;Why You Been Gone So Long;25;28.0
612;Alan Jackson;UK;1980;D;Pop a Top;54;58.0
611;Alan Jackson;UK;1980;D;Midnight In Montgomery;35;38.0
610;Alan Jackson;UK;1980;C#,Db;Little Man;48;52.0
609;Alan Jackson;UK;1980;C;I'll Go On Loving You;30;33.0
608;Alan Jackson;UK;1980;C;Chattahoochee - Extended Mix;59;64.0
607;Alan Jackson;UK;1980;A;I Don't Even Know Your Name;33;36.0
600;Alain Bashung;France (France);1980;E;Vertige de l'amour;51;62.0
599;Alain Barrière;France (France);1980;F;Elle était si jolie;48;58.0
563;Al Jarreau;USA;1980;G#,Ab;Roof Garden;50;54.0
562;Al Jarreau;USA;1980;G;Sticky Wicket;29;32.0
561;Al Jarreau;USA;1980;F#,Gb;Tell Me What I Gotta Do;31;34.0
560;Al Jarreau;USA;1980;F#,Gb;Love Is Waiting;33;36.0
559;Al Jarreau;USA;1980;F;We're in This Love Together;51;55.0
558;Al Jarreau;USA;1980;F;Closer to Your Love;32;35.0
557;Al Jarreau;USA;1980;F;Black and Blues;30;33.0
556;Al Jarreau;USA;1980;E;L Is for Lover;34;37.0
555;Al Jarreau;USA;1980;D;Trouble in Paradise;33;36.0
617;Alan Jackson;UK;1980;G;Chasin' That Neon Rainbow;37;40.0
554;Al Jarreau;USA;1980;D;Teach Me Tonight;37;40.0
618;Alan Jackson;UK;1980;G;Don't Rock the Jukebox;45;49.0
620;Alan Jackson;UK;1980;G;Mercury Blues;51;55.0
14752;Eagles;USA;1980;B;"Take It to the Limit - Live; 1999 Remaster";41;45.0
14753;Eagles;USA;1980;B;The Sad Cafe - 2013 Remaster;42;46.0
14754;Eagles;USA;1980;C;Heartache Tonight - 2013 Remaster;45;49.0
14755;Eagles;USA;1980;C;The Long Run - 2013 Remaster;43;47.0
14756;Eagles;USA;1980;C;"The Long Run - Live; 1999 Remaster";38;41.0
14757;Eagles;USA;1980;C;"Wasted Time - Live; 1999 Remaster";38;41.0
14758;Eagles;USA;1980;D;"Doolin-Dalton (Reprise II) - Live; 1999 Remaster";33;36.0
14759;Eagles;USA;1980;D;Hotel California - 2013 Remaster;47;51.0
14760;Eagles;USA;1980;D;"Hotel California - Live; 1999 Remaster";50;54.0
14761;Eagles;USA;1980;D;"I Can't Tell You Why - Live; 1999 Remaster";41;45.0
14762;Eagles;USA;1980;D;"Life's Been Good - Live; 1999 Remaster";51;55.0
14763;Eagles;USA;1980;E;New Kid in Town - 2013 Remaster;44;48.0
14764;Eagles;USA;1980;E;"New Kid in Town - Live; 1999 Remaster";41;45.0
14765;Eagles;USA;1980;F;Victim of Love - 2013 Remaster;43;47.0
14766;Eagles;USA;1980;G;After the Thrill Is Gone - 2013 Remaster;42;46.0
14767;Eagles;USA;1980;G;"Desperado - Live; 1999 Remaster";40;44.0
14768;Eagles;USA;1980;G;"Heartache Tonight - Live; 1999 Remaster";40;44.0
14769;Eagles;USA;1980;G;"Saturday Night - Live; 1999 Remaster";34;37.0
14770;Eagles;USA;1980;G;"Seven Bridges Road - Live; 1999 Remaster";57;62.0
14771;Eagles;USA;1980;G;"Seven Bridges Road - Live; 2013 Remaster";44;48.0
39997;Ollie & Jerry;UK;1980;C#,Db;Breakin'...There's No Stopping Us;32;35.0
39998;Ollie & Jerry;USA;1980;C#,Db;Breakin'...There's No Stopping Us;32;35.0
14772;Eagles;USA;1980;G;"Take It Easy - Live; 1999 Remaster";41;45.0
622;Alan Jackson;UK;1980;G;Who's Cheatin' Who;36;39.0
621;Alan Jackson;UK;1980;G;Summertime Blues;56;61.0
619;Alan Jackson;UK;1980;G;Gone Country;63;68.0
553;Al Jarreau;USA;1980;D;Step by Step;30;33.0
552;Al Jarreau;USA;1980;D;Never Givin' Up;32;35.0
551;Al Jarreau;USA;1980;D;Mornin';57;62.0
524;Al Jarreau;UK;1980;D;Step by Step;30;33.0
523;Al Jarreau;UK;1980;D;Never Givin' Up;32;35.0
522;Al Jarreau;UK;1980;D;Mornin';57;62.0
521;Al Jarreau;UK;1980;C#,Db;Breakin' Away;38;41.0
40274;Patsy Cline;UK;1980;G#,Ab;Sweet Dreams (Of You);42;46.0
40275;Patsy Cline;UK;1980;G#,Ab;Sweet Dreams (Of You) - Single Version;31;34.0
520;Al Jarreau;UK;1980;C#,Db;After All;54;58.0
519;Al Jarreau;UK;1980;C;Easy;30;33.0
518;Al Jarreau;UK;1980;C;Distracted;29;32.0
517;Al Jarreau;UK;1980;C;Boogie Down;42;46.0
516;Al Jarreau;UK;1980;B;Spain (I Can Recall);35;38.0
515;Al Jarreau;UK;1980;A#,Bb;Imagination;31;34.0
514;Al Jarreau;UK;1980;A#,Bb;I Will Be Here for You (Nitakungodea Milele);33;36.0
513;Al Jarreau;UK;1980;A;Our Love;32;35.0
512;Al Jarreau;UK;1980;A;My Old Friend;28;31.0
14824;Earl Thomas Conley;UK;1980;A;I Can't Win for Losin' You;34;37.0
14825;Earl Thomas Conley;UK;1980;A;I Need a Good Woman Bad;24;27.0
40303;Patsy Cline;USA;1980;G#,Ab;Sweet Dreams (Of You);42;46.0
40304;Patsy Cline;USA;1980;G#,Ab;Sweet Dreams (Of You) - Single Version;31;34.0
40311;Patti Austin;UK;1980;A;Love Me Again;34;37.0
40312;Patti Austin;UK;1980;A;Smoke Gets In Your Eyes;45;49.0
40313;Patti Austin;UK;1980;C;If I Believed;50;54.0
40314;Patti Austin;UK;1980;G;Do You Love Me?;33;36.0
40315;Patti Austin;UK;1980;G#,Ab;All Behind Us Now;51;55.0
40319;Patti Austin;USA;1980;A;Love Me Again;34;37.0
525;Al Jarreau;UK;1980;D;Teach Me Tonight;37;40.0
526;Al Jarreau;UK;1980;D;Trouble in Paradise;33;36.0
527;Al Jarreau;UK;1980;E;L Is for Lover;34;37.0
528;Al Jarreau;UK;1980;F;Black and Blues;30;33.0
